id,language,set,key,text,created,updated,delete
14102,dutch,retailers_app,"retailers app button check_details","Controleer details","2025-03-17 14:56:22","2025-03-17 14:56:22",NULL
14103,dutch,retailers_app,"retailers app button checkout",Uitchecken,"2025-03-17 14:56:22","2025-03-17 14:56:22",NULL
14104,dutch,retailers_app,"retailers app button clear",Duidelijk,"2025-03-17 14:56:22","2025-03-17 14:56:22",NULL
14105,dutch,retailers_app,"retailers app button clear_cache","Cache wissen","2025-03-17 14:56:22","2025-03-17 14:56:22",NULL
14106,dutch,retailers_app,"retailers app button close",Dichtbij,"2025-03-17 14:56:22","2025-03-17 14:56:22",NULL
14107,dutch,retailers_app,"retailers app button close_modal","Sluit modaal","2025-03-17 14:56:22","2025-03-17 14:56:22",NULL
14108,dutch,retailers_app,"retailers app button confirm",Bevestigen,"2025-03-17 14:56:22","2025-03-17 14:56:22",NULL
14109,dutch,retailers_app,"retailers app button confirm_order","Bevestig bestelling","2025-03-17 14:56:22","2025-03-17 14:56:22",NULL
14110,dutch,retailers_app,"retailers app button consent_preferences",Toestemmingsvoorkeuren,"2025-03-17 14:56:22","2025-03-17 14:56:22",NULL
14111,dutch,retailers_app,"retailers app button continue",Doorgaan,"2025-03-17 14:56:22","2025-03-17 14:56:22",NULL
14112,dutch,retailers_app,"retailers app button continue_to_checkout","Blijf uitchecken","2025-03-17 14:56:22","2025-03-17 14:56:22",NULL
14113,dutch,retailers_app,"retailers app button copy_clipboard","Kopiëren naar klembord","2025-03-17 14:56:22","2025-03-17 14:56:22",NULL
14114,dutch,retailers_app,"retailers app button deny_tracking","Niet volgen","2025-03-17 14:56:22","2025-03-17 14:56:22",NULL
14115,dutch,retailers_app,"retailers app button done",Klaar,"2025-03-17 14:56:22","2025-03-17 14:56:22",NULL
14116,dutch,retailers_app,"retailers app button edit_account","Accountgegevens bewerken","2025-03-17 14:56:23","2025-03-17 14:56:23",NULL
14117,dutch,retailers_app,"retailers app button enquire","Vraag nu aan","2025-03-17 14:56:23","2025-10-10 10:55:31",NULL
14118,dutch,retailers_app,"retailers app button enquire_now","Vraag nu aan","2025-03-17 14:56:23","2025-03-17 14:56:23",NULL
14119,dutch,retailers_app,"retailers app button filters",Filteren,"2025-03-17 14:56:23","2025-03-17 14:56:23",NULL
14120,dutch,retailers_app,"retailers app button install",Installeren,"2025-03-17 14:56:23","2025-03-17 14:56:23",NULL
14121,dutch,retailers_app,"retailers app button interest_registered","Interesse geregistreerd","2025-03-17 14:56:23","2025-03-17 14:56:23",NULL
14122,dutch,retailers_app,"retailers app button loading",Laden,"2025-03-17 14:56:23","2025-03-17 14:56:23",NULL
14123,dutch,retailers_app,"retailers app button logging_in",Inloggen...,"2025-03-17 14:56:23","2025-03-17 14:56:23",NULL
14124,dutch,retailers_app,"retailers app button login_or_register","Inloggen of Registreren","2025-03-17 14:56:23","2025-03-17 14:56:23",NULL
14125,dutch,retailers_app,"retailers app button login_to_see_prices","Inloggen om prijzen te zien","2025-03-17 14:56:23","2025-03-17 14:56:23",NULL
14126,dutch,retailers_app,"retailers app button manage_preferences","Individuele voorkeuren beheren","2025-03-17 14:56:23","2025-03-17 14:56:23",NULL
14127,dutch,retailers_app,"retailers app button new_customer","Nieuwe klant","2025-03-17 14:56:23","2025-03-17 14:56:23",NULL
14128,dutch,retailers_app,"retailers app button no",Nee,"2025-03-17 14:56:23","2025-03-17 14:56:23",NULL
14129,dutch,retailers_app,"retailers app button order_history",Bestelgeschiedenis,"2025-03-17 14:56:23","2025-03-17 14:56:23",NULL
14130,dutch,retailers_app,"retailers app button register",Register,"2025-03-17 14:56:23","2025-03-17 14:56:23",NULL
14131,dutch,retailers_app,"retailers app button registering",Registreren,"2025-03-17 14:56:23","2025-03-17 14:56:23",NULL
14132,dutch,retailers_app,"retailers app button reject_all","Alles afwijzen","2025-03-17 14:56:23","2025-03-17 14:56:23",NULL
14133,dutch,retailers_app,"retailers app button reload","Nu opnieuw laden","2025-03-17 14:56:23","2025-03-17 14:56:23",NULL
14134,dutch,retailers_app,"retailers app button remove_filters","Filters verwijderen","2025-03-17 14:56:23","2025-03-17 14:56:23",NULL
14135,dutch,retailers_app,"retailers app button remove_product","Product verwijderen","2025-03-17 14:56:23","2025-03-17 14:56:23",NULL
14136,dutch,retailers_app,"retailers app button reorder","Opnieuw bestellen","2025-03-17 14:56:23","2025-03-17 14:56:23",NULL
14137,dutch,retailers_app,"retailers app button reset_link","Resetlink verzenden","2025-03-17 14:56:23","2025-03-17 14:56:23",NULL
14138,dutch,retailers_app,"retailers app button save_preferences","Voorkeuren opslaan","2025-03-17 14:56:23","2025-03-17 14:56:23",NULL
14139,dutch,retailers_app,"retailers app button shop",Winkel,"2025-03-17 14:56:23","2025-03-17 14:56:23",NULL
14140,dutch,retailers_app,"retailers app button sign_in",Aanmelden,"2025-03-17 14:56:23","2025-03-17 14:56:23",NULL
14141,dutch,retailers_app,"retailers app button submit",Indienen,"2025-03-17 14:56:23","2025-03-17 14:56:23",NULL
14142,dutch,retailers_app,"retailers app button submitting",Verzenden,"2025-03-17 14:56:24","2025-03-17 14:56:24",NULL
14143,dutch,retailers_app,"retailers app button terminate",Beëindigen,"2025-03-17 14:56:24","2025-03-17 14:56:24",NULL
14144,dutch,retailers_app,"retailers app button terminate_account","Account beëindigen","2025-03-17 14:56:24","2025-03-17 14:56:24",NULL
14145,dutch,retailers_app,"retailers app button track_order","Volg bestelling","2025-03-17 14:56:24","2025-03-17 14:56:24",NULL
14146,dutch,retailers_app,"retailers app button view","Klik hier om te bekijken","2025-03-17 14:56:24","2025-03-17 14:56:24",NULL
14147,dutch,retailers_app,"retailers app button view_cart","Winkelwagen bekijken","2025-03-17 14:56:24","2025-03-17 14:56:24",NULL
14148,dutch,retailers_app,"retailers app button view_product","Bekijk product","2025-03-17 14:56:24","2025-03-17 14:56:24",NULL
14149,dutch,retailers_app,"retailers app button yes",Ja,"2025-03-17 14:56:24","2025-03-17 14:56:24",NULL
14150,dutch,retailers_app,"retailers app c2a text customer_service","Klantenservice 09.00 - 17.00 uur","2025-03-17 14:56:24","2025-03-17 14:56:24",NULL
14151,dutch,retailers_app,"retailers app c2a text free_delivery","Gratis bezorging boven","2025-03-17 14:56:24","2025-03-17 14:56:24",NULL
14152,dutch,retailers_app,"retailers app c2a text same_day","Binnen 48 uur verzonden","2025-03-17 14:56:24","2025-03-17 14:56:24",NULL
14153,dutch,retailers_app,"retailers app corner flash display","Weergave & voorraad","2025-03-17 14:56:24","2025-03-17 14:56:24",NULL
14154,dutch,retailers_app,"retailers app corner flash new",Nieuw,"2025-03-17 14:56:24","2025-03-17 14:56:24",NULL
14155,dutch,retailers_app,"retailers app description analytics_cookies","Deze cookies verzamelen informatie over hoe u onze website gebruikt. Alle gegevens zijn geanonimiseerd.","2025-03-17 14:56:24","2025-03-17 14:56:24",NULL
14156,dutch,retailers_app,"retailers app description essential_cookies","Deze cookies zijn noodzakelijk voor het goed functioneren van de website en kunnen niet worden uitgeschakeld.","2025-03-17 14:56:24","2025-03-17 14:56:24",NULL
14157,dutch,retailers_app,"retailers app description more_info","Voor vragen over ons cookiebeleid kunt u contact met ons opnemen.","2025-03-17 14:56:24","2025-03-17 14:56:24",NULL
14158,dutch,retailers_app,"retailers app division home_fragrance",Huisparfum,"2025-03-17 14:56:24","2025-03-17 14:56:24",NULL
14159,dutch,retailers_app,"retailers app division impulse_gifts","Impuls cadeaus","2025-03-17 14:56:25","2025-03-17 14:56:25",NULL
14160,dutch,retailers_app,"retailers app division wine",Wijn,"2025-03-17 14:56:25","2025-03-17 14:56:25",NULL
14161,dutch,retailers_app,"retailers app error auth_data_not_found","Geen verificatiegegevens gevonden in beveiligde opslag.","2025-03-17 14:56:25","2025-03-17 14:56:25",NULL
14162,dutch,retailers_app,"retailers app footer text all_rights_reserved","Alle rechten voorbehouden","2025-03-17 14:56:25","2025-03-17 14:56:25",NULL
14163,dutch,retailers_app,"retailers app footer text company_name","Geschiedenis en heraldiek","2025-03-17 14:56:25","2025-03-17 14:56:25",NULL
14164,dutch,retailers_app,"retailers app footer text rights_developed_designed","Ontwikkeld door NextPixel","2025-03-17 14:56:25","2025-03-17 14:56:25",NULL
14165,dutch,retailers_app,"retailers app input error date_format","Ongeldige datumnotatie, probeer het opnieuw (dd/mm/jjjj)","2025-03-17 14:56:25","2025-03-17 14:56:25",NULL
14166,dutch,retailers_app,"retailers app input error email_validation","E-mailadres is niet geldig","2025-03-17 14:56:25","2025-03-17 14:56:25",NULL
14167,dutch,retailers_app,"retailers app input error future_date","Je kunt geen datum in de toekomst kiezen","2025-03-17 14:56:25","2025-03-17 14:56:25",NULL
14168,dutch,retailers_app,"retailers app input error future_reg_date","Registratiedatum kan niet in de toekomst liggen","2025-03-17 14:56:25","2025-03-17 14:56:25",NULL
14169,dutch,retailers_app,"retailers app input error invalid_country","Ongeldige landoptie","2025-03-17 14:56:25","2025-03-17 14:56:25",NULL
14170,dutch,retailers_app,"retailers app input error invalid_trading_type","Ongeldige handelstype-optie","2025-03-17 14:56:25","2025-03-17 14:56:25",NULL
14171,dutch,retailers_app,"retailers app input error min_characters","Wachtwoord moet minimaal 8 tekens lang zijn","2025-03-17 14:56:26","2025-03-17 14:56:26",NULL
14172,dutch,retailers_app,"retailers app input error min_date","Je kunt geen datum kiezen vóór 1920","2025-03-17 14:56:26","2025-03-17 14:56:26",NULL
14173,dutch,retailers_app,"retailers app input error no_password_match","Wachtwoorden komen niet overeen","2025-03-17 14:56:26","2025-03-17 14:56:26",NULL
14174,dutch,retailers_app,"retailers app input label account_number",Rekeningnummer,"2025-03-17 14:56:26","2025-03-17 14:56:26",NULL
14175,dutch,retailers_app,"retailers app input label address_line_1","Adresregel 1","2025-03-17 14:56:26","2025-03-17 14:56:26",NULL
14176,dutch,retailers_app,"retailers app input label address_line_2","Adresregel 2","2025-03-17 14:56:26","2025-03-17 14:56:26",NULL
14177,dutch,retailers_app,"retailers app input label agree_credit_check","Hierbij machtig ik History & Heraldry om een kredietcontrole uit te voeren op basis van de gegevens in dit document.","2025-03-17 14:56:26","2025-03-17 14:56:26",NULL
14178,dutch,retailers_app,"retailers app input label agree_order_cancellation","U moet accepteren dat u begrijpt dat als uw aanvraag wordt afgewezen, uw bestelling kan worden geannuleerd","2025-03-17 14:56:26","2025-03-17 14:56:26",NULL
14179,dutch,retailers_app,"retailers app input label agree_terms","Ik ga akkoord met alle Algemene Voorwaarden","2025-03-17 14:56:26","2025-03-17 14:56:26",NULL
14180,dutch,retailers_app,"retailers app input label applicant_email","E-mailadres van de aanvrager","2025-03-17 14:56:26","2025-03-17 14:56:26",NULL
14181,dutch,retailers_app,"retailers app input label applicant_name","Naam aanvrager","2025-03-17 14:56:26","2025-03-17 14:56:26",NULL
14182,dutch,retailers_app,"retailers app input label applicant_position","Functie van de sollicitant (bijv. directeur, HR-manager, enz.)","2025-03-17 14:56:26","2025-03-17 14:56:26",NULL
14183,dutch,retailers_app,"retailers app input label city",Stad,"2025-03-17 14:56:26","2025-03-17 14:56:26",NULL
14184,dutch,retailers_app,"retailers app input label company_name",Bedrijfsnaam,"2025-03-17 14:56:26","2025-03-17 14:56:26",NULL
14185,dutch,retailers_app,"retailers app input label confirm_new_password","Bevestig nieuw wachtwoord","2025-03-17 14:56:26","2025-03-17 14:56:26",NULL
14186,dutch,retailers_app,"retailers app input label confirm_password","Bevestig wachtwoord","2025-03-17 14:56:26","2025-03-17 14:56:26",NULL
14187,dutch,retailers_app,"retailers app input label country",Land,"2025-03-17 14:56:26","2025-03-17 14:56:26",NULL
14188,dutch,retailers_app,"retailers app input label county",District,"2025-03-17 14:56:26","2025-03-17 14:56:26",NULL
14189,dutch,retailers_app,"retailers app input label date_company_registered","Datum waarop het bedrijf is geregistreerd","2025-03-17 14:56:27","2025-03-17 14:56:27",NULL
14190,dutch,retailers_app,"retailers app input label date_established","Vastgestelde datum","2025-03-17 14:56:27","2025-03-17 14:56:27",NULL
14191,dutch,retailers_app,"retailers app input label dob",Geboortedatum,"2025-03-17 14:56:27","2025-03-17 14:56:27",NULL
14192,dutch,retailers_app,"retailers app input label email",E-mailadres,"2025-03-17 14:56:27","2025-03-17 14:56:27",NULL
14193,dutch,retailers_app,"retailers app input label first_name",Voornaam,"2025-03-17 14:56:27","2025-03-17 14:56:27",NULL
14194,dutch,retailers_app,"retailers app input label full_name","Volledige naam","2025-03-17 14:56:27","2025-03-17 14:56:27",NULL
14195,dutch,retailers_app,"retailers app input label invoice_address_line_1","Factuuradres regel 1","2025-03-17 14:56:27","2025-03-17 14:56:27",NULL
14196,dutch,retailers_app,"retailers app input label invoice_address_line_2","Factuuradres regel 2","2025-03-17 14:56:27","2025-03-17 14:56:27",NULL
14197,dutch,retailers_app,"retailers app input label invoice_city",Factuurstad,"2025-03-17 14:56:27","2025-03-17 14:56:27",NULL
14198,dutch,retailers_app,"retailers app input label invoice_company_name","Naam factuurbedrijf","2025-03-17 14:56:27","2025-03-17 14:56:27",NULL
14199,dutch,retailers_app,"retailers app input label invoice_county","Factuur provincie","2025-03-17 14:56:27","2025-03-17 14:56:27",NULL
14200,dutch,retailers_app,"retailers app input label invoice_different","Verschilt het factuuradres van het winkeladres?","2025-03-17 14:56:27","2025-03-17 14:56:27",NULL
14201,dutch,retailers_app,"retailers app input label invoice_postcode","Factuur postcode","2025-03-17 14:56:28","2025-03-17 14:56:28",NULL
14202,dutch,retailers_app,"retailers app input label last_name",Achternaam,"2025-03-17 14:56:28","2025-03-17 14:56:28",NULL
14203,dutch,retailers_app,"retailers app input label limited_reg_details","Gegevens over de registratie van een besloten vennootschap","2025-03-17 14:56:28","2025-03-17 14:56:28",NULL
14204,dutch,retailers_app,"retailers app input label message","Beschrijf ons het probleem en wij nemen contact met u op","2025-03-17 14:56:28","2025-03-17 14:56:28",NULL
14205,dutch,retailers_app,"retailers app input label mobile_number","Mobiel nummer","2025-03-17 14:56:28","2025-03-17 14:56:28",NULL
14206,dutch,retailers_app,"retailers app input label name","Jouw naam","2025-03-17 14:56:28","2025-03-17 14:56:28",NULL
14207,dutch,retailers_app,"retailers app input label partnership_address",Partnerschapsadres,"2025-03-17 14:56:28","2025-03-17 14:56:28",NULL
14208,dutch,retailers_app,"retailers app input label partnership_name","Naam van het partnerschap","2025-03-17 14:56:28","2025-03-17 14:56:28",NULL
14209,dutch,retailers_app,"retailers app input label password",Wachtwoord,"2025-03-17 14:56:28","2025-03-17 14:56:28",NULL
14210,dutch,retailers_app,"retailers app input label phone_number",Telefoonnummer,"2025-03-17 14:56:28","2025-03-17 14:56:28",NULL
14211,dutch,retailers_app,"retailers app input label position",Positie,"2025-03-17 14:56:28","2025-03-17 14:56:28",NULL
14212,dutch,retailers_app,"retailers app input label postcode",Postcode,"2025-03-17 14:56:28","2025-03-17 14:56:28",NULL
14213,dutch,retailers_app,"retailers app input label proprietor_address_1","Adres van de eigenaar 1","2025-03-17 14:56:28","2025-03-17 14:56:28",NULL
14214,dutch,retailers_app,"retailers app input label proprietor_address_2","Adres van de eigenaar 2","2025-03-17 14:56:28","2025-03-17 14:56:28",NULL
14215,dutch,retailers_app,"retailers app input label proprietor_city","Eigenaar stad","2025-03-17 14:56:29","2025-03-17 14:56:29",NULL
14216,dutch,retailers_app,"retailers app input label proprietor_county","Eigenaar provincie","2025-03-17 14:56:29","2025-03-17 14:56:29",NULL
14217,dutch,retailers_app,"retailers app input label proprietor_name","Naam van de eigenaar","2025-03-17 14:56:29","2025-03-17 14:56:29",NULL
14218,dutch,retailers_app,"retailers app input label proprietor_postcode","Postcode van de eigenaar","2025-03-17 14:56:29","2025-03-17 14:56:29",NULL
14219,dutch,retailers_app,"retailers app input label proprietor_telephone","Telefoon van de eigenaar","2025-03-17 14:56:29","2025-03-17 14:56:29",NULL
14220,dutch,retailers_app,"retailers app input label reg_date","Datum waarop het bedrijf is geregistreerd","2025-03-17 14:56:29","2025-03-17 14:56:29",NULL
14221,dutch,retailers_app,"retailers app input label reg_number",Bedrijfsregistratienummer,"2025-03-17 14:56:29","2025-03-17 14:56:29",NULL
14222,dutch,retailers_app,"retailers app input label select_country","Selecteer uw land","2025-03-17 14:56:29","2025-03-17 14:56:29",NULL
14223,dutch,retailers_app,"retailers app input label select_fragrance","Selecteer geur","2025-03-17 14:56:29","2025-03-17 14:56:29",NULL
14224,dutch,retailers_app,"retailers app input label select_season",Seizoen,"2025-03-17 14:56:29","2025-03-17 14:56:29",NULL
14225,dutch,retailers_app,"retailers app input label select_segment","Selecteer segment","2025-03-17 14:56:29","2025-03-17 14:56:29",NULL
14226,dutch,retailers_app,"retailers app input label sort_by","Sorteren op","2025-03-17 14:56:29","2025-03-17 14:56:29",NULL
14227,dutch,retailers_app,"retailers app input label tax_number",Belastingnummer,"2025-03-17 14:56:29","2025-03-17 14:56:29",NULL
14228,dutch,retailers_app,"retailers app input label tax_number_eg","Belastingnummer (bijv. BTW-nummer)","2025-03-17 14:56:29","2025-03-17 14:56:29",NULL
14229,dutch,retailers_app,"retailers app input label trading_duration","Handelsduur op huidig adres (in jaren)","2025-03-17 14:56:29","2025-03-17 14:56:29",NULL
14230,dutch,retailers_app,"retailers app input label trading_type",Handelstype,"2025-03-17 14:56:30","2025-03-17 14:56:30",NULL
14231,dutch,retailers_app,"retailers app input label username_email","Voer uw gebruikersnaam of e-mailadres in","2025-03-17 14:56:30","2025-03-17 14:56:30",NULL
14232,dutch,retailers_app,"retailers app input label verification_code",Verificatiecode,"2025-03-17 14:56:30","2025-03-17 14:56:30",NULL
14233,dutch,retailers_app,"retailers app input label your_email","Uw e-mailadres","2025-03-17 14:56:30","2025-03-17 14:56:30",NULL
14234,dutch,retailers_app,"retailers app input option credit_account",Kredietrekening,"2025-03-17 14:56:30","2025-03-17 14:56:30",NULL
14235,dutch,retailers_app,"retailers app input option launch_date_asc","Lanceringsdatum: Oplopend","2025-03-17 14:56:30","2025-03-17 14:56:30",NULL
14236,dutch,retailers_app,"retailers app input option launch_date_desc","Lanceringsdatum: Beschr.","2025-03-17 14:56:30","2025-03-17 14:56:30",NULL
14237,dutch,retailers_app,"retailers app input option limited_company","Besloten vennootschap","2025-03-17 14:56:30","2025-03-17 14:56:30",NULL
14238,dutch,retailers_app,"retailers app input option partnership",Partnerschap,"2025-03-17 14:56:30","2025-03-17 14:56:30",NULL
14239,dutch,retailers_app,"retailers app input option prepayment",Vooruitbetaling,"2025-03-17 14:56:30","2025-03-17 14:56:30",NULL
14240,dutch,retailers_app,"retailers app input option price_asc","Prijs: Laag naar Hoog","2025-03-17 14:56:30","2025-03-17 14:56:30",NULL
14241,dutch,retailers_app,"retailers app input option price_desc","Prijs: Hoog naar Laag","2025-03-17 14:56:30","2025-03-17 14:56:30",NULL
14242,dutch,retailers_app,"retailers app input option sole_trader",Eenmanszaak,"2025-03-17 14:56:30","2025-03-17 14:56:30",NULL
14243,dutch,retailers_app,"retailers app input option title_asc","Titel: Asc","2025-03-17 14:56:30","2025-03-17 14:56:30",NULL
14244,dutch,retailers_app,"retailers app input option title_desc","Titel: Desc","2025-03-17 14:56:30","2025-03-17 14:56:30",NULL
14245,dutch,retailers_app,"retailers app input placeholder account_number","Vul uw rekeningnummer in","2025-03-17 14:56:30","2025-03-17 14:56:30",NULL
14246,dutch,retailers_app,"retailers app input placeholder company_reg_number",Bedrijfsregistratienummer,"2025-03-17 14:56:30","2025-03-17 14:56:30",NULL
14247,dutch,retailers_app,"retailers app input placeholder confirm_new_password","Voer het nieuwe wachtwoord opnieuw in","2025-03-17 14:56:30","2025-03-17 14:56:30",NULL
14248,dutch,retailers_app,"retailers app input placeholder confirm_password","Voer wachtwoord opnieuw in","2025-03-17 14:56:31","2025-03-17 14:56:31",NULL
14249,dutch,retailers_app,"retailers app input placeholder coupon",Coupon,"2025-03-17 14:56:31","2025-03-17 14:56:31",NULL
14250,dutch,retailers_app,"retailers app input placeholder email","Voer uw e-mailadres in","2025-03-17 14:56:31","2025-03-17 14:56:31",NULL
14251,dutch,retailers_app,"retailers app input placeholder first_name",Voornaam,"2025-03-17 14:56:31","2025-03-17 14:56:31",NULL
14252,dutch,retailers_app,"retailers app input placeholder last_name",Achternaam,"2025-03-17 14:56:31","2025-03-17 14:56:31",NULL
14253,dutch,retailers_app,"retailers app input placeholder message","Typ hier uw bericht...","2025-03-17 14:56:31","2025-03-17 14:56:31",NULL
14254,dutch,retailers_app,"retailers app input placeholder name",Naam,"2025-03-17 14:56:31","2025-03-17 14:56:31",NULL
14255,dutch,retailers_app,"retailers app input placeholder password","Voer uw wachtwoord in","2025-03-17 14:56:31","2025-03-17 14:56:31",NULL
14256,dutch,retailers_app,"retailers app input placeholder search_product","Zoeken op product of SKU","2025-03-17 14:56:31","2025-03-17 14:56:31",NULL
14257,dutch,retailers_app,"retailers app input placeholder trading_type","Selecteer het type handel","2025-03-17 14:56:31","2025-03-17 14:56:31",NULL
14258,dutch,retailers_app,"retailers app input placeholder verification_code","Voer uw verificatiecode in","2025-03-17 14:56:31","2025-03-17 14:56:31",NULL
14259,dutch,retailers_app,"retailers app input require reg_date","Registratiedatum vereist","2025-03-17 14:56:31","2025-03-17 14:56:31",NULL
14260,dutch,retailers_app,"retailers app input required account_number","Rekeningnummer is vereist","2025-03-17 14:56:31","2025-03-17 14:56:31",NULL
14261,dutch,retailers_app,"retailers app input required address_line_1","Adresregel 1 is vereist","2025-03-17 14:56:31","2025-03-17 14:56:31",NULL
14262,dutch,retailers_app,"retailers app input required address_line_2","Adresregel 2 is vereist","2025-03-17 14:56:31","2025-03-17 14:56:31",NULL
14263,dutch,retailers_app,"retailers app input required agree_terms","U moet akkoord gaan om de aanvraag te laten doorgaan","2025-03-17 14:56:31","2025-03-17 14:56:31",NULL
14264,dutch,retailers_app,"retailers app input required applicant_email","Het e-mailadres van de aanvrager is vereist, neem contact op met de klantenservice","2025-03-17 14:56:31","2025-03-17 14:56:31",NULL
14265,dutch,retailers_app,"retailers app input required applicant_name","Naam aanvrager vereist","2025-03-17 14:56:31","2025-03-17 14:56:31",NULL
14266,dutch,retailers_app,"retailers app input required applicant_position","Vereiste functie van de aanvrager","2025-03-17 14:56:32","2025-03-17 14:56:32",NULL
14267,dutch,retailers_app,"retailers app input required city","Stad is vereist","2025-03-17 14:56:32","2025-03-17 14:56:32",NULL
14268,dutch,retailers_app,"retailers app input required company","Bedrijf is vereist","2025-03-17 14:56:32","2025-03-17 14:56:32",NULL
14269,dutch,retailers_app,"retailers app input required company_name","Bedrijfsnaam is vereist","2025-03-17 14:56:32","2025-03-17 14:56:32",NULL
14270,dutch,retailers_app,"retailers app input required confirm_new_password","Bevestig dat een nieuw wachtwoord vereist is","2025-03-17 14:56:32","2025-03-17 14:56:32",NULL
14271,dutch,retailers_app,"retailers app input required confirm_password","Bevestig wachtwoord is vereist","2025-03-17 14:56:32","2025-03-17 14:56:32",NULL
14272,dutch,retailers_app,"retailers app input required country","Land is vereist","2025-03-17 14:56:32","2025-03-17 14:56:32",NULL
14273,dutch,retailers_app,"retailers app input required date","Datum is vereist","2025-03-17 14:56:32","2025-03-17 14:56:32",NULL
14274,dutch,retailers_app,"retailers app input required distributor","Distributeur is vereist","2025-03-17 14:56:32","2025-03-17 14:56:32",NULL
14275,dutch,retailers_app,"retailers app input required email","E-mailadres is vereist","2025-03-17 14:56:32","2025-03-17 14:56:32",NULL
14276,dutch,retailers_app,"retailers app input required first_name","Uw voornaam is verplicht","2025-03-17 14:56:32","2025-03-17 14:56:32",NULL
14277,dutch,retailers_app,"retailers app input required language","Taal is vereist","2025-03-17 14:56:32","2025-03-17 14:56:32",NULL
14278,dutch,retailers_app,"retailers app input required last_name","Uw achternaam is verplicht","2025-03-17 14:56:32","2025-03-17 14:56:32",NULL
14279,dutch,retailers_app,"retailers app input required mobile","Mobiel is vereist","2025-03-17 14:56:32","2025-03-17 14:56:32",NULL
14280,dutch,retailers_app,"retailers app input required name","Uw naam is verplicht","2025-03-17 14:56:32","2025-03-17 14:56:32",NULL
14281,dutch,retailers_app,"retailers app input required partnership_address","Partneradres is vereist","2025-03-17 14:56:32","2025-03-17 14:56:32",NULL
14282,dutch,retailers_app,"retailers app input required partnership_name","Partnerschapsnaam is vereist","2025-03-17 14:56:33","2025-03-17 14:56:33",NULL
14283,dutch,retailers_app,"retailers app input required password","Wachtwoord is vereist","2025-03-17 14:56:33","2025-03-17 14:56:33",NULL
14284,dutch,retailers_app,"retailers app input required phone_no","Telefoonnummer is verplicht","2025-03-17 14:56:33","2025-03-17 14:56:33",NULL
14285,dutch,retailers_app,"retailers app input required postcode","Postcode is verplicht","2025-03-17 14:56:33","2025-03-17 14:56:33",NULL
14286,dutch,retailers_app,"retailers app input required proprietor_address_1","Adres van de eigenaar 1 is vereist","2025-03-17 14:56:33","2025-03-17 14:56:33",NULL
14287,dutch,retailers_app,"retailers app input required proprietor_address_2","Adres van de eigenaar 2 is vereist","2025-03-17 14:56:33","2025-03-17 14:56:33",NULL
14288,dutch,retailers_app,"retailers app input required proprietor_city","Eigenaarsstad is vereist","2025-03-17 14:56:33","2025-03-17 14:56:33",NULL
14289,dutch,retailers_app,"retailers app input required proprietor_county","Eigenaar provincie is vereist","2025-03-17 14:56:33","2025-03-17 14:56:33",NULL
14290,dutch,retailers_app,"retailers app input required proprietor_name","Naam van de eigenaar is vereist","2025-03-17 14:56:33","2025-03-17 14:56:33",NULL
14291,dutch,retailers_app,"retailers app input required proprietor_postcode","Postcode van eigenaar is vereist","2025-03-17 14:56:33","2025-03-17 14:56:33",NULL
14292,dutch,retailers_app,"retailers app input required proprietor_telephone","Telefoonnummer van de eigenaar is vereist","2025-03-17 14:56:33","2025-03-17 14:56:33",NULL
14293,dutch,retailers_app,"retailers app input required tax_number","Belastingnummer is vereist","2025-03-17 14:56:33","2025-03-17 14:56:33",NULL
14294,dutch,retailers_app,"retailers app input required telephone","Telefoon is vereist","2025-03-17 14:56:33","2025-03-17 14:56:33",NULL
14295,dutch,retailers_app,"retailers app input required trading_duration","Handelsduur is vereist","2025-03-17 14:56:34","2025-03-17 14:56:34",NULL
14296,dutch,retailers_app,"retailers app input required trading_type","Handelstype is vereist","2025-03-17 14:56:34","2025-03-17 14:56:34",NULL
14297,dutch,retailers_app,"retailers app link breadcrumb divisions",Divisies,"2025-03-17 14:56:34","2025-03-17 14:56:34",NULL
14298,dutch,retailers_app,"retailers app link breadcrumb home",Thuis,"2025-03-17 14:56:34","2025-03-17 14:56:34",NULL
14299,dutch,retailers_app,"retailers app link contact_us","Neem contact met ons op","2025-03-17 14:56:34","2025-03-17 14:56:34",NULL
14300,dutch,retailers_app,"retailers app link corporate_site","H&H Groep","2025-03-17 14:56:34","2025-03-17 14:56:34",NULL
14301,dutch,retailers_app,"retailers app link forgot_password","Wachtwoord vergeten?","2025-03-17 14:56:34","2025-03-17 14:56:34",NULL
14302,dutch,retailers_app,"retailers app link help_center",Helpcentrum,"2025-03-17 14:56:34","2025-03-17 14:56:34",NULL
14303,dutch,retailers_app,"retailers app link privacy_policy",Privacybeleid,"2025-03-17 14:56:34","2025-03-17 14:56:34",NULL
14304,dutch,retailers_app,"retailers app link sign_in",Aanmelden,"2025-03-17 14:56:34","2025-03-17 14:56:34",NULL
14305,dutch,retailers_app,"retailers app link sign_up",Aanmelden,"2025-03-17 14:56:34","2025-03-17 14:56:34",NULL
14306,dutch,retailers_app,"retailers app link terms_and_conditions","Algemene voorwaarden","2025-03-17 14:56:34","2025-03-17 14:56:34",NULL
14307,dutch,retailers_app,"retailers app link terms_conditions_long","Algemene voorwaarden","2025-03-17 14:56:34","2025-03-17 14:56:34",NULL
